,Resolution,Alpha,Runtime(s) evd,Resolution_inv
0,5.0,-0.18448791970113096,1.0287,0.2
1,7.0,-0.1592340881416003,0.00068,0.14285714285714285
2,9.0,-0.14682415236630458,0.00197,0.1111111111111111
3,11.0,-0.13945905466315922,0.00196,0.09090909090909091
4,13.0,-0.1345856276824858,0.00369,0.07692307692307693
5,15.0,-0.13112349209112384,0.00582,0.06666666666666667
6,17.0,-0.12853755960891622,0.01039,0.058823529411764705
7,19.0,-0.1265327372227416,0.01681,0.05263157894736842
